"CustomerID1","State","CustomerLifetimeValue","Response","Coverage","Education","EffectiveToDate","EmploymentStatus","Gender","Income","LocationCode","MaritalStatus","MonthlyPremiumAuto","MonthsSinceLastClaim","MonthsSincePolicyInception","NumberofOpenComplaints","NumberofPolicies","PolicyType","Policy","RenewOfferType","SalesChannel","TotalClaimAmount","VehicleClass","VehicleSize","pred","Error"
"SU77646","Oregon",5718.276608,"No","Basic","Master","01-11-11","Employed","M",46133,"Rural","Divorced",73,7,78,0,5,"Personal Auto","Personal L2","Offer1","Branch",19.626306,"Four-Door Car","Large",5658.41432653331,1.04685879278637
"YZ19736","Arizona",2580.849899,"Yes","Basic","College","02-09-11","Employed","M",46900,"Suburban","Married",66,13,59,0,1,"Personal Auto","Personal L2","Offer2","Web",316.8,"Four-Door Car","Medsize",3788.17186976088,46.7800150341434
"JZ69749","Washington",6481.382268,"No","Extended","High School or Below","02-11-11","Unemployed","F",0,"Suburban","Single",92,1,17,0,6,"Personal Auto","Personal L2","Offer3","Agent",441.6,"Four-Door Car","Medsize",6171.74427214193,4.77734506398151
"BJ22117","Washington",5133.414764,"No","Basic","Master","02-10-11","Employed","M",53390,"Urban","Married",64,13,41,0,5,"Personal Auto","Personal L2","Offer3","Branch",278.999409,"Four-Door Car","Medsize",5123.7552626802,0.188169118683838
"UQ60825","California",9369.639891,"No","Basic","College","1/25/11","Employed","F",99185,"Urban","Married",115,8,19,0,3,"Corporate Auto","Corporate L3","Offer2","Call Center",449.428182,"SUV","Medsize",7004.00368551505,25.2478882113416
"ZZ89380","Oregon",3196.578455,"No","Extended","Bachelor","01-10-11","Employed","F",62815,"Rural","Married",80,14,84,0,1,"Special Auto","Special L1","Offer2","Call Center",47.061469,"Two-Door Car","Large",4419.92627744768,38.2705395681484
"LU87443","Oregon",4720.608872,"No","Basic","College","2/28/11","Employed","F",26277,"Suburban","Single",61,17,30,0,4,"Personal Auto","Personal L2","Offer3","Branch",292.8,"Four-Door Car","Medsize",4415.44641558297,6.46447237404238
"DG33206","Washington",8861.900439,"No","Premium","Doctor","1/16/11","Employed","F",41854,"Urban","Married",110,17,44,0,8,"Personal Auto","Personal L3","Offer1","Agent",481.269644,"Four-Door Car","Medsize",15720.4905783311,77.3941231515912
"AB98823","Arizona",6032.737631,"No","Extended","College","02-04-11","Unemployed","M",0,"Suburban","Married",86,4,56,0,8,"Personal Auto","Personal L3","Offer2","Web",412.8,"Two-Door Car","Medsize",7547.26469418665,25.1051372664386
"ZU96776","California",6189.122455,"No","Extended","Bachelor","01-01-11","Unemployed","M",0,"Suburban","Single",90,4,18,0,5,"Personal Auto","Personal L1","Offer1","Call Center",648,"Two-Door Car","Large",5992.15919257759,3.18241016968879
"FF84784","California",5643.724704,"No","Basic","College","02-10-11","Employed","M",33317,"Suburban","Married",72,18,31,1,3,"Personal Auto","Personal L2","Offer1","Agent",345.6,"Two-Door Car","Medsize",4651.99465807642,17.5722611916328
"QT90140","Arizona",5332.462694,"Yes","Basic","Doctor","2/22/11","Employed","F",68931,"Urban","Married",66,32,30,0,7,"Personal Auto","Personal L2","Offer2","Branch",309.577946,"Four-Door Car","Medsize",5946.82830977967,11.5212360786124
"TO71844","Oregon",2121.313061,"No","Basic","College","2/26/11","Unemployed","M",0,"Suburban","Single",67,6,60,1,1,"Personal Auto","Personal L2","Offer4","Branch",321.6,"Four-Door Car","Large",3306.03835015053,55.8486774503732
"HV69023","California",8281.740124,"No","Basic","High School or Below","01-05-11","Medical Leave","F",19189,"Suburban","Married",108,21,9,0,3,"Personal Auto","Personal L2","Offer2","Web",518.4,"SUV","Large",5869.81635401872,29.1233935606319
"CA79988","Oregon",2552.913868,"No","Basic","College","02-06-11","Employed","M",33124,"Rural","Single",67,35,7,0,1,"Personal Auto","Personal L1","Offer1","Call Center",80.119997,"Four-Door Car","Large",3914.43691518575,53.3321184177826
"MW48891","Washington",8007.399376,"Yes","Basic","High School or Below","01-02-11","Unemployed","F",0,"Suburban","Divorced",112,12,93,0,3,"Personal Auto","Personal L3","Offer1","Web",537.6,"Sports Car","Medsize",6411.35831296268,19.9320776708231
"YU80673","California",5106.781547,"No","Basic","College","02-07-11","Disabled","F",29894,"Rural","Married",72,9,69,4,3,"Personal Auto","Personal L3","Offer3","Agent",16.510134,"Four-Door Car","Large",3910.23948800455,23.4304531725732
"DW86238","Washington",5658.912313,"No","Extended","High School or Below","1/30/11","Unemployed","M",0,"Suburban","Single",84,32,96,0,4,"Personal Auto","Personal L1","Offer3","Web",847.490817,"Four-Door Car","Medsize",4994.5045981454,11.7409084662486
"BQ51616","Oregon",7263.599744,"No","Basic","High School or Below","2/22/11","Employed","F",86732,"Rural","Married",180,0,95,0,1,"Personal Auto","Personal L1","Offer1","Call Center",204.373113,"Luxury SUV","Medsize",7589.77906452734,4.49060152022802
"JC96695","California",9198.685111,"No","Basic","Doctor","01-10-11","Employed","M",31562,"Suburban","Married",115,14,6,0,3,"Personal Auto","Personal L2","Offer1","Call Center",552,"SUV","Medsize",7690.99160984399,16.3903153870664
"RN55306","Oregon",5162.370678,"No","Basic","High School or Below","01-10-11","Unemployed","F",0,"Suburban","Single",74,33,92,0,4,"Personal Auto","Personal L1","Offer1","Agent",582.420512,"Four-Door Car","Medsize",4531.55390353917,12.2195172297318
"WH36609","Arizona",6289.946999,"No","Extended","Bachelor","01-05-11","Employed","F",24477,"Suburban","Married",79,15,32,0,3,"Personal Auto","Personal L3","Offer4","Call Center",379.2,"Four-Door Car","Small",4907.41649356539,21.9800024651148
"UO43395","Oregon",3649.708655,"No","Basic","Master","1/31/11","Unemployed","M",0,"Suburban","Single",100,31,80,0,1,"Personal Auto","Personal L3","Offer1","Agent",480,"SUV","Medsize",4931.93520430703,35.1322987809019
"DS32060","California",6766.558551,"No","Extended","College","2/24/11","Employed","M",20046,"Suburban","Married",87,15,59,0,3,"Personal Auto","Personal L2","Offer3","Web",417.6,"Two-Door Car","Medsize",5391.42553423748,20.3224875155967
"LK51056","Arizona",4631.011293,"No","Basic","Bachelor","01-12-11","Employed","M",78152,"Suburban","Married",114,18,35,0,1,"Corporate Auto","Corporate L3","Offer4","Branch",547.2,"SUV","Medsize",5542.25465585884,19.6769842525806
"PX71218","Arizona",6810.52531,"No","Basic","Bachelor","1/14/11","Unemployed","M",0,"Suburban","Married",65,7,47,0,2,"Personal Auto","Personal L3","Offer4","Branch",733.522405,"Four-Door Car","Large",3672.42579636558,46.0772021363272
"NS19456","Oregon",9378.634228,"No","Basic","College","01-07-11","Employed","F",36067,"Suburban","Married",117,30,78,0,3,"Personal Auto","Personal L3","Offer2","Branch",561.6,"Sports Car","Large",6588.67558629702,29.7480269928166
"MR60878","Oregon",15762.53198,"No","Basic","Bachelor","2/15/11","Employed","F",44362,"Rural","Married",66,15,75,0,2,"Corporate Auto","Corporate L3","Offer2","Call Center",142.113373,"Four-Door Car","Small",4020.74781357638,74.4917388990676
"FE70473","Oregon",5741.72743,"No","Basic","College","1/29/11","Employed","F",86641,"Rural","Married",71,17,79,0,6,"Personal Auto","Personal L3","Offer4","Branch",161.752532,"Two-Door Car","Small",5535.88229026382,3.58507334675377
"XB64251","Oregon",8414.942855,"No","Basic","College","1/27/11","Employed","M",72258,"Rural","Married",105,8,50,0,4,"Personal Auto","Personal L2","Offer1","Branch",12.497538,"SUV","Medsize",8388.11970097642,0.318756223135151
"WI38796","Oregon",9123.911266,"No","Basic","Bachelor","01-03-11","Employed","M",70737,"Suburban","Married",114,25,12,0,4,"Corporate Auto","Corporate L3","Offer4","Web",741.655597,"SUV","Medsize",7447.83833420693,18.370114339438
"KS12294","California",15994.008,"No","Premium","Bachelor","2/16/11","Unemployed","M",0,"Suburban","Single",159,19,75,0,2,"Personal Auto","Personal L3","Offer1","Web",1410.16929,"SUV","Medsize",9841.08694979119,38.4701636400883
"XK39439","California",4759.664624,"No","Extended","College","1/24/11","Unemployed","M",0,"Suburban","Single",81,10,80,3,3,"Personal Auto","Personal L3","Offer1","Agent",388.8,"Four-Door Car","Medsize",4449.23378273543,6.52211585873642
"FM54600","Washington",18853.73945,"No","Premium","High School or Below","1/14/11","Unemployed","F",0,"Suburban","Single",173,24,21,0,2,"Corporate Auto","Corporate L2","Offer2","Branch",1245.6,"SUV","Medsize",9203.36485446437,51.1854670588207
"JP28293","California",6696.903521,"No","Extended","Doctor","01-09-11","Employed","F",57240,"Rural","Married",83,18,79,0,7,"Corporate Auto","Corporate L3","Offer2","Call Center",83.652384,"Four-Door Car","Medsize",7636.15566649838,14.0251706262916
"ZA34848","Arizona",5205.748188,"No","Basic","Bachelor","1/26/11","Employed","F",31275,"Suburban","Divorced",66,26,0,0,3,"Personal Auto","Personal L3","Offer2","Agent",316.8,"Two-Door Car","Medsize",4266.44184672359,18.0436376742472
"FA57012","California",6141.961623,"No","Basic","College","2/17/11","Unemployed","M",0,"Suburban","Single",182,24,45,0,1,"Special Auto","Special L2","Offer3","Branch",1310.4,"Luxury Car","Small",5738.9982208895,6.56082578897124
"KW12214","Oregon",12375.02163,"No","Basic","High School or Below","01-05-11","Employed","M",78441,"Suburban","Married",103,6,73,0,2,"Personal Auto","Personal L3","Offer2","Branch",613.866905,"SUV","Medsize",5851.80775218797,52.71274728117
"EG97649","Oregon",3451.10244,"No","Basic","College","1/31/11","Unemployed","F",0,"Suburban","Divorced",104,19,65,2,1,"Personal Auto","Personal L1","Offer1","Branch",499.2,"SUV","Small",4956.40571981177,43.6180410747751
"FM25704","Oregon",2535.266473,"No","Basic","Bachelor","2/26/11","Employed","M",86933,"Urban","Married",63,3,64,0,1,"Corporate Auto","Corporate L3","Offer3","Agent",269.563038,"Two-Door Car","Large",3926.10753282559,54.8597583188089
"UR34922","California",5633.741543,"No","Basic","Doctor","02-02-11","Employed","M",65255,"Urban","Divorced",72,3,65,2,3,"Personal Auto","Personal L3","Offer1","Agent",321.457124,"Four-Door Car","Small",4564.78643614999,18.974159511776
"RA17555","Oregon",5176.730072,"No","Basic","High School or Below","02-07-11","Employed","M",41533,"Urban","Married",65,2,46,0,9,"Corporate Auto","Corporate L2","Offer3","Agent",232.879766,"Four-Door Car","Medsize",7522.84026913515,45.3203115577696
"AW71157","California",5531.723723,"No","Basic","College","1/16/11","Employed","M",50097,"Rural","Divorced",71,25,81,0,5,"Personal Auto","Personal L1","Offer3","Web",17.484679,"Four-Door Car","Medsize",5264.8248893048,4.82487642297601
"IN91592","California",2810.671023,"No","Basic","Bachelor","2/28/11","Employed","F",73858,"Suburban","Married",72,8,59,3,1,"Personal Auto","Personal L3","Offer4","Agent",422.59237,"Four-Door Car","Medsize",3599.08051139265,28.0505787387075
"WX37953","Oregon",2780.729047,"No","Basic","College","2/22/11","Employed","F",94943,"Suburban","Married",69,3,22,0,1,"Personal Auto","Personal L2","Offer2","Web",387.545055,"Four-Door Car","Medsize",3894.81523036869,40.0645357580101
"NL85206","California",2572.452634,"No","Basic","College","2/21/11","Employed","F",72685,"Rural","Married",68,20,97,5,1,"Personal Auto","Personal L3","Offer4","Branch",14.464783,"Four-Door Car","Medsize",3406.51325733598,32.4227786475924
"PR23514","California",7664.219255,"No","Basic","College","1/23/11","Employed","M",60184,"Rural","Divorced",199,7,44,1,1,"Personal Auto","Personal L3","Offer2","Web",161.61574,"Luxury SUV","Medsize",6972.83029297121,9.02099664721549
"MX80067","California",2509.268453,"No","Basic","High School or Below","01-08-11","Employed","M",74045,"Suburban","Single",64,23,83,0,1,"Personal Auto","Personal L3","Offer3","Web",307.2,"Four-Door Car","Medsize",3760.21411407889,49.8530023594446
"HR10835","Nevada",14566.09246,"No","Extended","High School or Below","02-11-11","Employed","M",52564,"Rural","Married",122,33,28,0,2,"Personal Auto","Personal L3","Offer2","Branch",42.131925,"SUV","Medsize",7501.14077345017,48.5027244331376
"FR15942","Washington",3220.775528,"No","Extended","Bachelor","01-06-11","Medical Leave","M",19098,"Suburban","Married",87,35,3,0,1,"Personal Auto","Personal L2","Offer2","Branch",417.6,"Two-Door Car","Medsize",4204.34369594754,30.5382402280702
"GX22886","Arizona",3199.824902,"No","Extended","College","1/25/11","Employed","M",78784,"Urban","Married",80,33,72,0,1,"Personal Auto","Personal L3","Offer2","Agent",239.964694,"Four-Door Car","Medsize",4441.32417063281,38.7989751519475
"GH48715","Arizona",5623.757656,"No","Basic","High School or Below","1/31/11","Employed","F",77912,"Rural","Single",71,2,21,1,3,"Corporate Auto","Corporate L3","Offer3","Branch",23.89816,"Four-Door Car","Medsize",4268.24626884502,24.1033036995963
"BN46866","Oregon",5677.465907,"No","Basic","College","2/25/11","Employed","M",45345,"Rural","Married",72,28,86,0,3,"Personal Auto","Personal L3","Offer1","Web",99.039453,"Four-Door Car","Large",4799.98282623827,15.4555411716316
"CG94611","Oregon",3016.444225,"No","Extended","College","01-07-11","Medical Leave","M",25630,"Suburban","Single",86,8,63,0,1,"Corporate Auto","Corporate L3","Offer4","Agent",412.8,"Two-Door Car","Medsize",3969.27924443906,31.5880204759648
"GK94889","California",5279.124682,"No","Basic","College","02-12-11","Employed","M",22280,"Rural","Married",68,10,48,0,3,"Personal Auto","Personal L3","Offer3","Web",169.414572,"Four-Door Car","Large",4425.74997620875,16.1650795765624
"QN62538","Nevada",4803.935174,"No","Basic","High School or Below","2/24/11","Unemployed","M",0,"Suburban","Single",69,31,25,0,7,"Corporate Auto","Corporate L2","Offer1","Call Center",496.8,"Four-Door Car","Small",5615.61869331059,16.8962213250421
"UQ13133","Nevada",2608.786334,"No","Basic","Master","02-11-11","Employed","M",61567,"Rural","Married",65,35,78,0,1,"Personal Auto","Personal L1","Offer4","Branch",39.532978,"Four-Door Car","Small",3745.36676094334,43.5674019037291
"DI65961","Arizona",7832.569008,"No","Basic","High School or Below","01-09-11","Employed","M",34644,"Suburban","Married",66,7,36,0,2,"Personal Auto","Personal L3","Offer4","Agent",316.8,"Four-Door Car","Medsize",3950.70603151594,49.5605333642029
"WQ85760","California",4260.33573,"No","Basic","College","02-05-11","Medical Leave","M",26991,"Suburban","Divorced",119,34,65,0,1,"Corporate Auto","Corporate L3","Offer3","Branch",856.8,"SUV","Medsize",5427.16290173416,27.3881507393353
"No35621","Arizona",2369.369299,"No","Basic","Bachelor","1/19/11","Employed","M",49746,"Suburban","Single",61,5,88,0,1,"Personal Auto","Personal L2","Offer2","Call Center",624.42874,"Two-Door Car","Small",3599.81022544997,51.9311585141784
"IA11644","California",20604.01627,"No","Basic","High School or Below","2/21/11","Unemployed","M",0,"Suburban","Single",72,8,61,1,2,"Special Auto","Special L3","Offer3","Branch",723.010515,"Two-Door Car","Medsize",3691.76174811185,82.0823197781728
"TV53243","Arizona",2652.067994,"No","Basic","College","01-08-11","Employed","F",49625,"Urban","Married",66,29,9,0,1,"Corporate Auto","Corporate L1","Offer3","Agent",261.549577,"Two-Door Car","Medsize",3908.92203856536,47.391471387945
"WV53081","Arizona",2597.864075,"No","Basic","College","2/14/11","Employed","F",49308,"Rural","Married",65,7,97,0,1,"Corporate Auto","Corporate L1","Offer3","Agent",150.235884,"Four-Door Car","Medsize",3886.20537059868,49.5923288672707
"LL57541","California",7712.436971,"No","Extended","Master","1/14/11","Employed","F",63624,"Rural","Married",95,10,5,0,5,"Personal Auto","Personal L3","Offer1","Call Center",175.243467,"Four-Door Car","Medsize",7588.89541533458,1.60184849652522
"RP27249","Oregon",4698.88415,"No","Basic","Master","01-11-11","Employed","F",80358,"Urban","Married",116,19,2,0,1,"Personal Auto","Personal L3","Offer4","Agent",443.637243,"SUV","Large",5600.12210667699,19.1798292510999
"OT85112","Washington",3403.919366,"No","Extended","College","2/24/11","Employed","M",38460,"Rural","Divorced",88,15,1,1,1,"Personal Auto","Personal L3","Offer1","Agent",91.55098,"Four-Door Car","Medsize",4774.4079113164,40.2620743312991
"BB48165","California",11095.97445,"No","Basic","Bachelor","01-03-11","Unemployed","F",0,"Suburban","Single",101,10,48,0,2,"Personal Auto","Personal L3","Offer1","Agent",727.2,"SUV","Medsize",5365.90410588021,51.640983583193
"HH80006","Oregon",3300.684961,"No","Extended","High School or Below","2/15/11","Unemployed","F",0,"Suburban","Single",92,3,9,0,1,"Personal Auto","Personal L1","Offer1","Web",711.323244,"Four-Door Car","Small",4379.43169107825,32.6825111400947
"TH70115","California",6981.081694,"No","Extended","College","1/20/11","Employed","M",34835,"Urban","Married",89,1,45,2,9,"Personal Auto","Personal L3","Offer1","Agent",294.691896,"Two-Door Car","Medsize",11270.9520655541,61.4499379836946
"WE64781","Oregon",16922.12519,"No","Extended","Bachelor","01-05-11","Employed","F",93836,"Urban","Married",139,1,19,0,2,"Corporate Auto","Corporate L1","Offer3","Web",497.353106,"Sports Car","Medsize",8961.15764852614,47.0447266645819
"KN27565","Oregon",7639.670244,"No","Basic","Master","1/23/11","Employed","M",34075,"Rural","Single",196,8,87,0,1,"Special Auto","Special L2","Offer3","Agent",451.896687,"Luxury SUV","Small",6905.17120754229,9.61427670303653
"PU73561","Arizona",4196.429642,"No","Basic","Bachelor","2/14/11","Employed","F",24641,"Suburban","Married",105,12,82,0,1,"Personal Auto","Personal L2","Offer2","Agent",504,"SUV","Medsize",5259.54187505312,25.3337318565514
"HM38744","Oregon",16473.16905,"Yes","Basic","Bachelor","2/24/11","Retired","M",22828,"Suburban","Married",106,11,54,0,2,"Corporate Auto","Corporate L3","Offer1","Agent",508.8,"SUV","Medsize",5823.28306549189,64.6498919071562
"ST59524","Oregon",2657.570431,"No","Basic","College","1/13/11","Unemployed","M",0,"Suburban","Married",71,22,25,0,1,"Personal Auto","Personal L1","Offer3","Call Center",340.8,"Four-Door Car","Medsize",3681.07559824818,38.5128143852449
"EZ77297","California",3267.709691,"No","Extended","Master","1/27/11","Employed","M",28729,"Urban","Single",90,26,19,3,1,"Personal Auto","Personal L3","Offer3","Agent",338.744392,"Four-Door Car","Medsize",4128.62504859889,26.3461396209718
"DR84843","Arizona",2584.532849,"No","Basic","Bachelor","1/14/11","Employed","M",72731,"Rural","Married",65,10,7,0,1,"Personal Auto","Personal L3","Offer2","Agent",125.704164,"Four-Door Car","Medsize",3811.94032988392,47.490496449245
"MV54498","California",5503.919257,"No","Basic","College","2/13/11","Employed","F",59932,"Rural","Single",71,16,77,1,3,"Personal Auto","Personal L3","Offer1","Branch",116.600107,"Four-Door Car","Medsize",4460.14260503137,18.9642435368422
"EM85557","Washington",8021.067105,"No","Basic","College","2/16/11","Employed","F",54292,"Suburban","Married",67,4,26,0,2,"Personal Auto","Personal L1","Offer1","Agent",321.6,"Four-Door Car","Small",4393.60840793516,45.2241409974445
"XT54610","California",1904.000852,"No","Basic","Bachelor","1/14/11","Unemployed","F",0,"Suburban","Single",63,22,7,3,1,"Personal Auto","Personal L1","Offer1","Agent",302.4,"Four-Door Car","Medsize",3385.75838780517,77.8233651654465
"CE16324","Nevada",7288.297591,"No","Extended","College","1/24/11","Employed","F",59414,"Urban","Married",91,23,21,0,3,"Personal Auto","Personal L3","Offer1","Call Center",340.32278,"Two-Door Car","Medsize",6010.30083809456,17.5349145249445
"KX75698","Oregon",5553.521059,"No","Extended","High School or Below","01-08-11","Employed","M",96587,"Suburban","Married",138,31,99,0,1,"Personal Auto","Personal L3","Offer2","Agent",749.244062,"SUV","Medsize",7659.87010550822,37.92817248968
"UV82770","California",11702.34819,"No","Basic","Bachelor","01-11-11","Unemployed","M",0,"Suburban","Divorced",111,15,12,0,2,"Personal Auto","Personal L1","Offer3","Call Center",532.8,"SUV","Medsize",5567.23030318729,52.4263830404171
"MX95450","Oregon",36897.79765,"No","Extended","College","2/26/11","Unemployed","F",0,"Suburban","Single",133,0,59,0,2,"Personal Auto","Personal L3","Offer1","Agent",638.4,"SUV","Medsize",7417.78782000766,79.8963941144393
"XY66810","California",15122.99194,"No","Basic","Bachelor","02-09-11","Unemployed","F",0,"Suburban","Single",72,35,86,0,2,"Personal Auto","Personal L3","Offer2","Agent",518.4,"Two-Door Car","Medsize",3671.52026015945,75.7222626665008
"ON50913","California",12807.09083,"No","Basic","College","1/14/11","Unemployed","F",0,"Suburban","Married",69,32,21,0,2,"Special Auto","Special L2","Offer1","Agent",450.760925,"Four-Door Car","Small",4063.98318715125,68.2677101217119
"FD79560","Arizona",10796.44832,"No","Basic","High School or Below","01-09-11","Employed","F",30761,"Suburban","Divorced",69,16,16,2,2,"Special Auto","Special L3","Offer1","Branch",331.2,"Two-Door Car","Small",4162.47821810145,61.4458561303848
"KM18818","Arizona",2590.654042,"No","Basic","College","2/21/11","Employed","F",25981,"Rural","Married",65,33,38,0,1,"Personal Auto","Personal L3","Offer1","Agent",77.54669,"Two-Door Car","Large",4045.64752219041,56.1631717937586
"XA28126","California",29199.81072,"No","Premium","Bachelor","02-12-11","Employed","M",67739,"Rural","Divorced",149,4,76,0,2,"Personal Auto","Personal L3","Offer1","Agent",270.373444,"SUV","Medsize",12622.9530657655,56.7704284565119
"LJ93770","Arizona",4194.659772,"No","Basic","Doctor","1/29/11","Employed","F",25581,"Urban","Married",105,9,21,0,1,"Personal Auto","Personal L3","Offer2","Branch",429.695284,"SUV","Medsize",5262.08634155922,25.4472740956121
"MK52711","California",10314.52484,"No","Basic","High School or Below","01-11-11","Employed","F",99759,"Rural","Married",65,12,25,3,2,"Personal Auto","Personal L2","Offer2","Agent",74.463101,"Two-Door Car","Medsize",3821.26518243318,62.9525815128758
"AZ68184","Washington",9028.307862,"No","Basic","High School or Below","1/18/11","Employed","M",76514,"Suburban","Married",112,19,0,0,3,"Personal Auto","Personal L3","Offer4","Agent",573.941286,"SUV","Medsize",6618.44008694286,26.6923526744168
"NN52789","Arizona",3954.344534,"Yes","Basic","Bachelor","2/25/11","Disabled","M",18375,"Suburban","Married",103,8,50,0,1,"Personal Auto","Personal L2","Offer1","Branch",535.080276,"Sports Car","Large",5332.55686683011,34.8531171469772
"XC68458","California",6089.517361,"No","Extended","Bachelor","1/20/11","Medical Leave","M",21832,"Suburban","Single",84,29,39,0,3,"Personal Auto","Personal L2","Offer1","Web",403.2,"Four-Door Car","Small",4985.91106694809,18.12305029492
"AF49027","Arizona",12827.42831,"No","Premium","College","2/26/11","Unemployed","F",0,"Suburban","Single",117,25,43,0,2,"Personal Auto","Personal L3","Offer1","Agent",842.4,"Two-Door Car","Medsize",5557.95055973243,56.6713574583023
"PR22184","California",9135.291575,"No","Basic","College","1/13/11","Employed","F",95330,"Suburban","Married",113,1,1,0,3,"Corporate Auto","Corporate L2","Offer4","Branch",542.4,"Sports Car","Medsize",6532.8690477251,28.4875693995011
"NP66209","California",14827.91055,"No","Basic","College","02-08-11","Unemployed","F",0,"Suburban","Married",68,31,69,2,2,"Personal Auto","Personal L3","Offer2","Call Center",326.4,"Two-Door Car","Medsize",3601.19595896559,75.7133957153148
"GA46608","Oregon",2500.834374,"No","Basic","Bachelor","2/21/11","Employed","M",25899,"Suburban","Married",63,20,36,0,1,"Personal Auto","Personal L1","Offer3","Agent",302.4,"Four-Door Car","Medsize",3827.62464513489,53.0539041261149
"FZ79470","Arizona",5395.346288,"No","Basic","Bachelor","2/24/11","Unemployed","F",0,"Suburban","Married",74,13,30,0,4,"Personal Auto","Personal L2","Offer3","Web",355.2,"Four-Door Car","Medsize",4499.62898011247,16.60166484364
"AW86033","California",2119.894333,"No","Basic","College","1/13/11","Disabled","M",18287,"Suburban","Married",61,6,56,4,1,"Personal Auto","Personal L2","Offer1","Agent",292.8,"Two-Door Car","Medsize",3505.27981322954,65.3516290252537
"NB30963","California",5994.226432,"No","Extended","High School or Below","2/19/11","Employed","M",41859,"Rural","Married",76,18,58,0,5,"Personal Auto","Personal L3","Offer1","Agent",166.1306,"Two-Door Car","Large",6669.68014402379,11.2684050174998
"AO40386","Oregon",22647.21772,"No","Extended","College","1/25/11","Retired","M",27504,"Suburban","Divorced",91,26,45,0,2,"Personal Auto","Personal L2","Offer2","Branch",436.8,"Four-Door Car","Small",4489.04997654902,80.1783599555159
"XV69290","California",22332.43946,"Yes","Extended","College","01-11-11","Employed","M",49078,"Suburban","Single",97,10,3,0,2,"Corporate Auto","Corporate L2","Offer2","Branch",484.013411,"Four-Door Car","Medsize",4813.728089559,78.4451309128994
"SI48717","Oregon",14435.66453,"No","Extended","College","2/20/11","Employed","M",70600,"Suburban","Divorced",122,26,5,1,2,"Personal Auto","Personal L3","Offer2","Call Center",636.982333,"SUV","Medsize",7236.12507097268,49.873280471885
"PJ67250","Arizona",5237.477743,"No","Extended","College","1/19/11","Employed","F",33554,"Suburban","Married",131,25,36,0,1,"Special Auto","Special L2","Offer1","Agent",934.656068,"SUV","Medsize",8081.74204686214,54.3059931407549
"SH85263","California",7710.912153,"No","Basic","Bachelor","1/15/11","Employed","M",77642,"Urban","Married",64,20,14,0,2,"Personal Auto","Personal L3","Offer1","Branch",282.146354,"Two-Door Car","Large",4400.15478819,42.9360015925213
"WV37081","California",5158.576449,"No","Basic","College","1/13/11","Employed","M",25963,"Urban","Married",66,11,35,0,9,"Personal Auto","Personal L3","Offer2","Web",298.954932,"Four-Door Car","Medsize",7092.84468892206,37.4961631187422
"No61408","California",5414.897604,"No","Extended","Bachelor","2/23/11","Employed","F",57452,"Suburban","Married",136,25,10,1,1,"Personal Auto","Personal L1","Offer1","Branch",652.8,"SUV","Large",8128.01625904792,50.1047084074818
"IU17657","California",2616.409509,"No","Basic","Bachelor","1/30/11","Disabled","M",22000,"Suburban","Married",69,27,36,0,1,"Personal Auto","Personal L3","Offer2","Web",383.224514,"Two-Door Car","Medsize",3663.10974319263,40.0052144204551
"EO95166","Oregon",4617.838205,"No","Premium","Bachelor","1/27/11","Employed","M",41167,"Urban","Divorced",118,16,4,0,1,"Personal Auto","Personal L2","Offer1","Branch",554.957693,"Four-Door Car","Large",6004.40468377073,30.0263113867743
"KX79225","Oregon",20123.86854,"No","Basic","High School or Below","1/26/11","Unemployed","M",0,"Suburban","Single",70,18,23,0,2,"Personal Auto","Personal L2","Offer1","Call Center",504,"Four-Door Car","Small",3916.27863524576,80.5391362626852
"EZ60033","California",3200.795405,"No","Extended","Bachelor","01-12-11","Unemployed","F",0,"Suburban","Married",86,8,37,0,1,"Corporate Auto","Corporate L2","Offer1","Branch",412.8,"Four-Door Car","Small",4477.28440063088,39.8803682871097
"KK58047","Oregon",8583.854913,"No","Basic","College","1/31/11","Employed","M",53944,"Suburban","Married",71,13,20,0,2,"Personal Auto","Personal L3","Offer2","Web",340.8,"Two-Door Car","Medsize",4120.74639349362,51.9942212996533
"JW62354","Nevada",4349.30875,"Yes","Basic","College","02-10-11","Employed","F",75648,"Rural","Married",108,28,10,0,1,"Personal Auto","Personal L1","Offer2","Branch",112.660916,"SUV","Large",5479.43471175601,25.9840362392301
"WD88540","California",3475.07136,"No","Extended","High School or Below","1/20/11","Unemployed","M",0,"Suburban","Married",96,6,60,0,1,"Personal Auto","Personal L1","Offer4","Web",460.8,"Two-Door Car","Large",4225.19894278399,21.5859619868063
"IL67915","Arizona",8542.218196,"No","Premium","College","02-12-11","Employed","F",50117,"Urban","Single",107,13,98,0,4,"Corporate Auto","Corporate L2","Offer1","Branch",462.654347,"Four-Door Car","Medsize",7233.92766936225,15.3155831028804
"FJ60600","Oregon",6776.353402,"No","Extended","High School or Below","2/26/11","Unemployed","F",0,"Suburban","Single",96,0,38,0,3,"Personal Auto","Personal L3","Offer1","Agent",818.730215,"Four-Door Car","Small",5166.40022566177,23.7584004379563
"MP53132","Oregon",9713.156737,"No","Extended","High School or Below","02-11-11","Unemployed","F",0,"Suburban","Single",136,7,34,0,3,"Corporate Auto","Corporate L3","Offer1","Agent",979.2,"SUV","Large",8580.76161170403,11.6583635573631
