"CustomerID2","State","CustomerLifetimeValue","Response","Coverage","Education","EffectiveToDate","EmploymentStatus","Gender","Income","LocationCode","MaritalStatus","MonthlyPremiumAuto","MonthsSinceLastClaim","MonthsSincePolicyInception","NumberofOpenComplaints","NumberofPolicies","PolicyType","Policy","RenewOfferType","SalesChannel","TotalClaimAmount","VehicleClass","VehicleSize","pred","Error"
"XR52852","Oregon",2004.350666,"Yes","Basic","College","2/22/11","Unemployed","F",0,"Suburban","Divorced",66,16,35,4,1,"Special Auto","Special L2","Offer1","Branch",316.8,"Four-Door Car","Small",3443.38408940185,71.7954920669481
"EZ48947","Nevada",13111.11319,"No","Basic","College","1/31/11","Employed","M",67197,"Rural","Single",111,2,9,0,2,"Special Auto","Special L2","Offer1","Agent",147.948783,"SUV","Large",6357.21787715803,51.512752692832
"XB77333","Oregon",13197.92893,"Yes","Basic","College","1/27/11","Unemployed","F",0,"Suburban","Single",68,19,2,3,2,"Personal Auto","Personal L2","Offer1","Agent",326.4,"Four-Door Car","Large",3733.16548305807,71.71400525902
"QB58745","California",2787.539793,"No","Basic","High School or Below","1/23/11","Employed","M",34927,"Urban","Married",70,5,2,0,1,"Personal Auto","Personal L2","Offer4","Web",242.491357,"Two-Door Car","Large",3721.37495925087,33.5003349044878
"MJ60422","Arizona",6652.474492,"No","Extended","Bachelor","02-09-11","Employed","M",34886,"Suburban","Married",84,3,40,0,5,"Personal Auto","Personal L3","Offer1","Call Center",403.2,"Two-Door Car","Small",6857.28963987008,3.07878140857777
"NE10467","Arizona",4281.062223,"No","Basic","High School or Below","2/24/11","Employed","F",23712,"Suburban","Married",106,2,12,0,1,"Corporate Auto","Corporate L1","Offer4","Call Center",508.8,"SUV","Medsize",5144.22699428517,20.1623972351493
"AJ89107","Arizona",7349.32849,"No","Extended","High School or Below","02-02-11","Employed","M",27072,"Suburban","Married",93,24,27,0,8,"Personal Auto","Personal L3","Offer4","Branch",565.336931,"Four-Door Car","Large",8958.55870315481,21.8962891010307
"DG90902","California",17476.64139,"No","Basic","College","01-12-11","Employed","F",45106,"Suburban","Married",73,22,21,0,2,"Personal Auto","Personal L2","Offer2","Agent",350.4,"Four-Door Car","Medsize",4032.96525504112,76.9236825025845
"KR50062","Oregon",2754.45676,"No","Basic","College","02-11-11","Employed","M",79507,"Suburban","Married",70,7,17,3,1,"Personal Auto","Personal L3","Offer2","Call Center",442.199439,"Two-Door Car","Medsize",3602.80372530087,30.7990663574935
"CU19735","Arizona",8041.20055,"No","Basic","High School or Below","2/24/11","Employed","M",44986,"Suburban","Married",101,14,83,0,3,"Corporate Auto","Corporate L1","Offer1","Call Center",624.023564,"SUV","Medsize",6657.83065632701,17.2035243378302
"BY88757","California",5182.462266,"No","Extended","Master","02-03-11","Unemployed","M",0,"Suburban","Married",135,2,41,1,1,"Personal Auto","Personal L3","Offer1","Call Center",939.528475,"SUV","Large",7065.90338341555,36.3425920102116
"TT36693","Nevada",4362.931238,"Yes","Premium","College","01-03-11","Employed","M",58842,"Suburban","Married",110,6,74,0,1,"Personal Auto","Personal L2","Offer2","Branch",528,"Four-Door Car","Medsize",5022.77011996498,15.1237515782499
"YQ73717","California",5201.252168,"No","Basic","High School or Below","1/31/11","Unemployed","M",0,"Suburban","Married",69,1,79,0,4,"Personal Auto","Personal L1","Offer4","Agent",331.2,"Four-Door Car","Medsize",4138.66339786144,20.4294799755335
"FP93662","California",15806.53397,"No","Extended","Master","02-06-11","Employed","F",58516,"Suburban","Married",98,14,75,0,2,"Corporate Auto","Corporate L2","Offer4","Branch",470.4,"Two-Door Car","Large",5312.25499432028,66.3920312675589
"EW82164","California",4167.419574,"No","Basic","Bachelor","02-03-11","Employed","F",56901,"Suburban","Married",104,29,82,0,1,"Personal Auto","Personal L2","Offer1","Agent",499.2,"SUV","Small",5841.47764613467,40.1701350778045
"QN17712","Oregon",8231.223361,"No","Basic","College","01-11-11","Unemployed","F",0,"Urban","Divorced",113,4,70,0,4,"Personal Auto","Personal L3","Offer1","Web",373.073162,"SUV","Medsize",7094.94745723252,13.8044596037962
"DZ45471","Nevada",7582.113842,"Yes","Basic","College","02-03-11","Employed","M",64801,"Urban","Married",64,23,19,0,2,"Personal Auto","Personal L1","Offer2","Web",268.471802,"Four-Door Car","Medsize",3840.82107554167,49.3436638439005
"DE18949","Oregon",16344.60809,"No","Basic","College","1/16/11","Employed","F",57029,"Rural","Married",68,24,97,0,2,"Corporate Auto","Corporate L3","Offer1","Call Center",135.788525,"Two-Door Car","Small",4415.58312604598,72.9844661815566
"IH54239","California",5089.694325,"No","Basic","Master","02-01-11","Employed","M",62474,"Rural","Married",63,20,63,0,5,"Personal Auto","Personal L3","Offer2","Branch",112.120881,"Four-Door Car","Medsize",4656.42711638081,8.5126371242184
"RC95515","Arizona",4792.830533,"No","Basic","College","1/16/11","Medical Leave","M",20647,"Urban","Divorced",63,17,10,0,7,"Personal Auto","Personal L3","Offer3","Branch",185.061408,"Four-Door Car","Medsize",5191.75555186467,8.32337000271468
"YL72747","California",2265.318569,"No","Basic","High School or Below","1/25/11","Unemployed","M",0,"Suburban","Divorced",61,5,21,0,1,"Personal Auto","Personal L3","Offer1","Branch",292.8,"Four-Door Car","Medsize",3514.74251673657,55.154447804139
"QO89177","California",11926.75329,"No","Premium","College","02-03-11","Employed","M",50234,"Suburban","Divorced",101,12,1,0,2,"Personal Auto","Personal L3","Offer1","Agent",484.8,"Four-Door Car","Small",5606.10625279132,52.9955377085585
"AV72430","Oregon",16531.70376,"No","Premium","Master","02-08-11","Employed","M",75526,"Suburban","Married",103,26,68,1,2,"Personal Auto","Personal L3","Offer3","Branch",494.4,"Four-Door Car","Small",5645.95440166878,65.8477160997181
"AT36002","Washington",13579.29911,"No","Basic","College","02-04-11","Unemployed","F",0,"Suburban","Single",193,30,38,0,7,"Personal Auto","Personal L1","Offer1","Agent",1610.261914,"Luxury SUV","Medsize",17086.6538692755,25.8286877022443
"WI29961","Nevada",5437.443727,"No","Basic","High School or Below","02-03-11","Employed","M",28343,"Suburban","Married",69,19,88,0,8,"Personal Auto","Personal L2","Offer2","Branch",331.2,"Two-Door Car","Medsize",6089.0678251062,11.9840154826894
"YZ56105","California",6409.627461,"No","Extended","High School or Below","01-11-11","Unemployed","F",0,"Suburban","Single",99,14,48,2,9,"Personal Auto","Personal L1","Offer1","Branch",712.8,"Two-Door Car","Medsize",10817.5709942631,68.7706666274086
"IB41597","California",11014.1636,"No","Extended","College","02-12-11","Employed","F",67575,"Urban","Married",91,27,85,0,2,"Personal Auto","Personal L3","Offer1","Agent",401.60781,"Four-Door Car","Medsize",5667.35865159549,48.5448114135922
"NB27041","Arizona",9035.671134,"Yes","Premium","High School or Below","1/21/11","Employed","F",34337,"Suburban","Married",113,20,44,0,9,"Corporate Auto","Corporate L3","Offer2","Web",542.4,"Four-Door Car","Large",14551.9569097104,61.050094607288
"HI51182","Oregon",8453.677668,"No","Premium","College","01-03-11","Employed","F",59888,"Suburban","Married",106,6,14,0,3,"Personal Auto","Personal L3","Offer1","Branch",712.682559,"Four-Door Car","Medsize",6969.46876689985,17.5569611166792
"MS18916","California",3508.569533,"Yes","Extended","College","01-05-11","Medical Leave","M",20978,"Suburban","Married",98,19,96,1,1,"Personal Auto","Personal L1","Offer2","Branch",1176.2788,"Four-Door Car","Small",4235.9831568178,20.7324841926625
"IZ55070","Nevada",5339.488286,"No","Basic","High School or Below","01-07-11","Employed","F",67796,"Suburban","Married",69,7,24,4,8,"Personal Auto","Personal L2","Offer2","Web",331.2,"Four-Door Car","Medsize",5829.91730420771,9.18494417327589
"AW48347","Washington",13024.13012,"Yes","Extended","Master","1/31/11","Unemployed","M",0,"Suburban","Single",125,6,61,0,2,"Personal Auto","Personal L3","Offer1","Agent",900,"SUV","Small",7159.41929531512,45.0295779499236
"JU74347","Oregon",7943.513275,"No","Basic","Bachelor","01-03-11","Employed","M",60214,"Urban","Married",100,8,16,1,4,"Corporate Auto","Corporate L3","Offer1","Agent",291.287905,"Sports Car","Small",7675.62681262416,3.37239270712794
"YJ35850","Oregon",9774.605777,"No","Extended","High School or Below","02-10-11","Employed","M",96018,"Urban","Married",122,8,60,0,3,"Personal Auto","Personal L3","Offer2","Web",390.88142,"SUV","Medsize",8482.89061572876,13.2150103108065
"GP67816","California",23208.39416,"No","Premium","High School or Below","1/16/11","Employed","F",60233,"Urban","Married",116,29,63,0,2,"Personal Auto","Personal L2","Offer2","Branch",481.265179,"Two-Door Car","Medsize",5906.11331679325,74.551822603166
"PW51793","Oregon",7325.892726,"No","Extended","Bachelor","01-02-11","Employed","M",52920,"Suburban","Divorced",93,18,95,0,3,"Personal Auto","Personal L2","Offer1","Branch",1101.05432,"Four-Door Car","Small",5793.63579583594,20.9156342779358
"FG29932","California",7840.165778,"Yes","Extended","College","1/14/11","Employed","M",58414,"Suburban","Single",210,7,24,2,1,"Special Auto","Special L2","Offer2","Agent",1008,"Luxury SUV","Small",7946.55947827797,1.35703380885793
"ER19995","Washington",17786.2778,"No","Basic","College","1/22/11","Employed","F",99790,"Urban","Single",64,24,8,0,2,"Personal Auto","Personal L3","Offer3","Call Center",178.986788,"Four-Door Car","Medsize",4161.34828897133,76.603602306429
"RI85578","Washington",2638.140052,"No","Basic","Bachelor","2/22/11","Employed","F",79699,"Suburban","Married",65,24,12,0,1,"Personal Auto","Personal L3","Offer2","Call Center",348.82656,"Two-Door Car","Small",3764.08556185748,42.6795199520923
"RF14806","Arizona",3095.803437,"No","Extended","College","2/18/11","Employed","F",33415,"Suburban","Divorced",78,15,44,0,1,"Personal Auto","Personal L3","Offer2","Branch",374.4,"Four-Door Car","Medsize",4115.79547496294,32.9475710819472
"IB81655","California",7695.122957,"No","Basic","Bachelor","1/24/11","Employed","M",50147,"Suburban","Single",101,4,37,0,3,"Personal Auto","Personal L2","Offer1","Branch",484.8,"SUV","Medsize",6416.13393988217,16.6207742782638
"KB99097","California",4462.997006,"Yes","Basic","Bachelor","1/30/11","Unemployed","F",0,"Suburban","Single",73,35,52,3,5,"Special Auto","Special L3","Offer1","Web",350.4,"Two-Door Car","Medsize",4691.99080144967,5.13094217051491
"AP52126","Oregon",13151.83203,"No","Basic","College","1/28/11","Employed","F",68562,"Rural","Married",108,29,52,0,2,"Personal Auto","Personal L3","Offer2","Branch",228.498823,"SUV","Medsize",5793.97279352806,55.945507969447
"QC30857","Nevada",2931.155192,"No","Basic","College","2/28/11","Employed","F",45768,"Urban","Married",73,33,27,0,1,"Personal Auto","Personal L2","Offer1","Agent",191.934494,"Two-Door Car","Medsize",4198.84571233187,43.2488366290457
"RT69513","California",4774.751709,"No","Basic","Bachelor","2/25/11","Unemployed","F",0,"Suburban","Married",64,34,47,0,7,"Personal Auto","Personal L2","Offer2","Agent",307.2,"Four-Door Car","Small",5038.01952986296,5.51374892157675
"VI78454","Arizona",2750.705045,"No","Basic","College","1/22/11","Employed","M",51789,"Suburban","Divorced",70,8,34,0,1,"Personal Auto","Personal L2","Offer4","Call Center",336,"Four-Door Car","Large",3640.59329635671,32.3512785558115
"IC59236","California",4943.386117,"No","Basic","College","1/28/11","Employed","F",44762,"Rural","Married",62,14,11,0,6,"Corporate Auto","Corporate L3","Offer1","Branch",114.51444,"Four-Door Car","Medsize",5736.15995930427,16.0370609040223
"AX86150","Washington",2656.713092,"No","Basic","High School or Below","02-09-11","Employed","M",62777,"Rural","Single",67,34,32,0,1,"Personal Auto","Personal L1","Offer4","Agent",101.288069,"Two-Door Car","Medsize",3645.89869417811,37.2334372558626
"WZ61178","California",5227.230377,"No","Basic","Bachelor","01-05-11","Medical Leave","F",11896,"Suburban","Married",69,29,57,0,5,"Personal Auto","Personal L2","Offer1","Branch",476.254583,"Two-Door Car","Small",5072.94593549558,2.95155235903282
"HM41195","Arizona",5746.32619,"No","Extended","High School or Below","01-02-11","Medical Leave","M",22906,"Suburban","Married",76,17,27,0,8,"Personal Auto","Personal L3","Offer4","Branch",519.883102,"Four-Door Car","Large",6953.63203488192,21.0100472016874
"JC33752","Oregon",6277.844624,"No","Extended","College","1/21/11","Employed","F",21024,"Suburban","Single",82,32,8,1,9,"Personal Auto","Personal L3","Offer2","Agent",450.129276,"Two-Door Car","Large",8572.42125093806,36.5503889370878
"EY89842","Arizona",4216.19522,"No","Basic","Bachelor","2/15/11","Unemployed","M",0,"Suburban","Single",114,3,70,0,1,"Corporate Auto","Corporate L3","Offer1","Call Center",820.8,"SUV","Medsize",5217.31737125519,23.7446820893458
"WX33904","Arizona",6355.678846,"No","Basic","Bachelor","1/17/11","Unemployed","M",0,"Suburban","Divorced",61,25,79,0,2,"Special Auto","Special L2","Offer1","Branch",292.8,"Two-Door Car","Medsize",3745.51469227147,41.0682197287431
"HA20933","Oregon",13269.59942,"No","Basic","Bachelor","01-07-11","Medical Leave","F",15616,"Suburban","Married",114,20,96,1,2,"Personal Auto","Personal L2","Offer1","Agent",547.2,"SUV","Medsize",6008.75077950574,54.7179188359723
"AZ87715","California",26864.20332,"No","Basic","High School or Below","2/15/11","Employed","F",81713,"Urban","Divorced",74,0,41,0,2,"Personal Auto","Personal L1","Offer3","Branch",332.224293,"Four-Door Car","Medsize",4312.32047132156,83.9477075871031
"GI89160","California",31934.62164,"No","Basic","Bachelor","01-06-11","Employed","F",56516,"Suburban","Married",199,26,46,0,2,"Personal Auto","Personal L3","Offer2","Call Center",955.2,"Luxury SUV","Medsize",7887.60154196321,75.300782859179
"WV57813","Oregon",5132.684537,"No","Basic","Bachelor","2/18/11","Unemployed","F",0,"Suburban","Single",73,21,31,0,3,"Personal Auto","Personal L2","Offer1","Branch",525.6,"Four-Door Car","Medsize",4277.27543727562,16.6659200182281
"EW86465","Arizona",4759.624343,"No","Basic","High School or Below","02-07-11","Employed","M",26747,"Suburban","Married",61,11,44,0,3,"Corporate Auto","Corporate L2","Offer3","Web",404.074203,"Four-Door Car","Medsize",4198.62110075285,11.7867126020612
"UW70224","Oregon",2637.942355,"No","Basic","College","1/26/11","Employed","F",63422,"Suburban","Married",66,8,68,0,1,"Personal Auto","Personal L1","Offer2","Call Center",355.922452,"Four-Door Car","Small",3718.96660059389,40.9798282189485
"LQ76410","Arizona",3230.576665,"Yes","Extended","College","01-05-11","Employed","M",62873,"Urban","Divorced",81,0,41,0,1,"Special Auto","Special L1","Offer2","Call Center",207.75186,"Four-Door Car","Medsize",4167.78060676109,29.0104225637094
"MF19231","California",7434.675149,"No","Extended","Master","2/22/11","Employed","M",28377,"Suburban","Married",94,26,99,0,3,"Personal Auto","Personal L1","Offer2","Call Center",451.2,"Four-Door Car","Medsize",5205.83954680761,29.9789238604753
"IL56791","Oregon",2009.772923,"No","Basic","Bachelor","02-11-11","Unemployed","M",0,"Suburban","Single",65,12,57,2,1,"Personal Auto","Personal L3","Offer2","Agent",312,"Two-Door Car","Medsize",3228.91838958632,60.6608563900092
"SE76116","California",9567.711298,"No","Basic","Bachelor","1/29/11","Employed","M",81410,"Rural","Divorced",119,8,86,0,7,"Personal Auto","Personal L2","Offer1","Branch",221.188327,"SUV","Medsize",14797.9009014048,54.6650023239945
"NV69875","Oregon",2956.358303,"No","Basic","High School or Below","1/22/11","Employed","M",40901,"Rural","Married",74,2,36,0,1,"Corporate Auto","Corporate L2","Offer4","Branch",13.628274,"Four-Door Car","Medsize",3774.07841257765,27.6597092019548
"OW84864","California",6081.048248,"No","Extended","College","1/31/11","Unemployed","F",0,"Suburban","Single",82,26,33,0,3,"Personal Auto","Personal L3","Offer2","Web",393.6,"Four-Door Car","Medsize",4476.13216171653,26.3920959155571
"WQ54314","Oregon",5737.233278,"No","Basic","Bachelor","1/19/11","Employed","F",56455,"Suburban","Married",73,17,5,2,8,"Personal Auto","Personal L1","Offer1","Agent",350.4,"Four-Door Car","Small",7314.40860050522,27.4901724591375
"NM57315","California",16979.79757,"Yes","Basic","Bachelor","1/17/11","Employed","M",35095,"Suburban","Divorced",73,25,56,0,2,"Special Auto","Special L3","Offer2","Call Center",525.6,"Two-Door Car","Small",3852.29430045467,77.3124839411459
"BZ50261","Arizona",11619.91802,"No","Basic","High School or Below","1/14/11","Employed","F",78275,"Rural","Married",72,12,36,0,2,"Personal Auto","Personal L2","Offer4","Branch",25.336642,"Two-Door Car","Small",4187.73486605948,63.9607193540296
"KG83280","California",3096.511217,"Yes","Extended","College","02-12-11","Employed","F",21604,"Suburban","Divorced",79,14,28,0,1,"Personal Auto","Personal L1","Offer1","Branch",379.2,"Four-Door Car","Medsize",4543.6843348077,46.7356006935369
"RR54950","Arizona",5285.079293,"No","Basic","College","2/27/11","Employed","M",85753,"Suburban","Married",66,23,14,1,8,"Special Auto","Special L2","Offer1","Branch",316.8,"Four-Door Car","Small",7087.07519824043,34.0959104932852
"FC70869","Arizona",2945.370362,"No","Extended","High School or Below","02-01-11","Employed","F",36167,"Suburban","Married",76,9,79,3,1,"Personal Auto","Personal L2","Offer4","Web",364.8,"Two-Door Car","Medsize",4072.88875277921,38.2810394687881
"FZ73016","California",4513.435299,"No","Basic","Bachelor","02-09-11","Employed","F",34558,"Urban","Married",113,32,24,0,1,"Personal Auto","Personal L3","Offer1","Call Center",376.529086,"SUV","Medsize",6087.14001145024,34.867115804206
"PB60406","California",5714.232848,"No","Basic","Doctor","2/25/11","Employed","F",79719,"Suburban","Single",71,12,87,0,6,"Personal Auto","Personal L3","Offer1","Agent",425.924132,"Four-Door Car","Small",6065.07461913265,6.13978779768225
"LF55270","Oregon",10484.91535,"Yes","Extended","College","02-01-11","Employed","F",61108,"Rural","Divorced",89,22,93,0,2,"Personal Auto","Personal L2","Offer2","Agent",49.451117,"Four-Door Car","Medsize",4758.30051143391,54.6176544817416
"IS63925","Arizona",7805.31287,"Yes","Basic","College","1/27/11","Retired","F",21073,"Suburban","Divorced",106,25,54,1,3,"Personal Auto","Personal L2","Offer1","Agent",508.8,"SUV","Small",6240.38097176477,20.0495729549818
"WC65050","California",2811.956395,"No","Basic","Master","2/16/11","Employed","F",62537,"Suburban","Divorced",71,19,64,1,1,"Personal Auto","Personal L2","Offer1","Branch",354.199664,"Two-Door Car","Medsize",4018.87824025968,42.9210725815567
"XZ81226","Arizona",6446.918637,"No","Extended","Bachelor","01-01-11","Employed","F",43478,"Suburban","Married",80,27,79,0,9,"Personal Auto","Personal L1","Offer1","Branch",384,"Four-Door Car","Medsize",12046.0507677012,86.8497408756915
"TU53781","Oregon",8427.172486,"Yes","Extended","Bachelor","02-10-11","Employed","F",46503,"Suburban","Divorced",215,4,21,1,1,"Corporate Auto","Corporate L3","Offer1","Agent",1032,"Luxury SUV","Medsize",11186.0237372149,32.7375671472036
"GC93551","Oregon",5290.127299,"No","Basic","High School or Below","2/27/11","Employed","F",27179,"Suburban","Divorced",66,8,91,0,9,"Personal Auto","Personal L3","Offer1","Branch",344.201601,"Four-Door Car","Medsize",7568.13274614916,43.061448588955
"LD20926","Arizona",18892.19767,"No","Extended","Bachelor","1/31/11","Unemployed","F",0,"Suburban","Single",92,34,39,1,2,"Personal Auto","Personal L2","Offer1","Call Center",441.6,"Two-Door Car","Large",4846.73051059883,74.3453324210384
"PW90662","Oregon",13623.62257,"No","Extended","College","1/27/11","Employed","M",67060,"Urban","Single",126,1,85,4,2,"Personal Auto","Personal L2","Offer1","Web",339.000467,"SUV","Medsize",7509.04570184653,44.8821657876674
"HE84643","California",2175.624856,"No","Basic","High School or Below","02-01-11","Unemployed","F",0,"Suburban","Single",63,5,79,0,1,"Personal Auto","Personal L3","Offer2","Branch",453.6,"Four-Door Car","Medsize",3329.16243345695,53.020978054911
"HR87252","California",9043.678095,"No","Basic","Bachelor","2/13/11","Employed","F",97745,"Suburban","Divorced",113,10,64,0,5,"Personal Auto","Personal L3","Offer1","Branch",695.136477,"Sports Car","Medsize",10972.6808786091,21.3298479152588
"SB27146","Oregon",4369.041685,"No","Premium","High School or Below","1/26/11","Employed","F",26026,"Rural","Single",116,1,76,1,1,"Personal Auto","Personal L3","Offer3","Agent",283.670312,"Two-Door Car","Medsize",5401.63567840331,23.6343360364003
"RM21896","Oregon",28699.89392,"No","Extended","College","1/19/11","Employed","F",47730,"Rural","Divorced",91,12,52,0,2,"Personal Auto","Personal L3","Offer3","Call Center",219.440024,"Four-Door Car","Medsize",5154.4455440814,82.0401930458376
"MZ88454","Oregon",4774.747415,"No","Basic","Bachelor","1/24/11","Unemployed","F",0,"Suburban","Single",70,20,81,0,9,"Personal Auto","Personal L1","Offer1","Call Center",336,"Four-Door Car","Medsize",6992.442038828,46.4463233565204
"TI19722","Washington",3436.134281,"Yes","Extended","Doctor","2/18/11","Employed","M",30817,"Rural","Divorced",88,25,43,0,1,"Corporate Auto","Corporate L2","Offer2","Branch",91.834668,"Four-Door Car","Medsize",4221.69349974126,22.8617147788717
"DO83038","California",8355.774443,"No","Basic","College","1/21/11","Employed","F",64502,"Rural","Married",70,22,49,0,2,"Personal Auto","Personal L3","Offer2","Call Center",39.336222,"Two-Door Car","Medsize",4055.82208831934,51.4608476331349
"QF74147","California",8456.722498,"No","Basic","College","1/15/11","Employed","F",84574,"Rural","Divorced",70,13,75,0,2,"Special Auto","Special L2","Offer1","Call Center",167.459769,"Four-Door Car","Medsize",4377.59479026093,48.2353264956226
"UP60200","California",26576.31541,"No","Premium","Bachelor","02-02-11","Employed","M",87002,"Rural","Married",110,27,30,0,2,"Personal Auto","Personal L2","Offer1","Call Center",199.851173,"Two-Door Car","Medsize",6512.44892364489,75.4952903622057
"XZ64172","Oregon",10963.95723,"Yes","Premium","High School or Below","02-08-11","Employed","M",55687,"Suburban","Divorced",276,33,91,0,1,"Corporate Auto","Corporate L2","Offer1","Agent",1324.8,"Luxury SUV","Medsize",58498.632678933,433.554002918461
"NJ11986","Arizona",4456.016549,"No","Premium","Master","1/18/11","Employed","F",29550,"Rural","Single",114,16,70,1,1,"Corporate Auto","Corporate L3","Offer1","Web",118.750512,"Two-Door Car","Medsize",5578.78383786442,25.1966588660087
"HH55884","Arizona",3495.891476,"No","Extended","College","01-02-11","Disabled","M",10275,"Suburban","Single",97,10,8,0,1,"Personal Auto","Personal L1","Offer1","Agent",465.6,"Four-Door Car","Medsize",4753.09004135487,35.9621737112206
"JP69867","Nevada",8512.13221,"No","Premium","College","2/19/11","Employed","M",61725,"Suburban","Divorced",106,7,70,0,6,"Personal Auto","Personal L3","Offer2","Call Center",508.8,"Four-Door Car","Large",7603.37281085207,10.6760489232102
"VD51297","California",7320.98824,"No","Basic","College","01-09-11","Employed","M",99722,"Suburban","Single",61,6,48,0,2,"Personal Auto","Personal L3","Offer4","Call Center",292.8,"Four-Door Car","Small",3823.67772504791,47.7710167029594
"EP29567","Washington",7031.463693,"No","Extended","Master","1/24/11","Retired","M",16224,"Suburban","Married",93,13,55,0,9,"Corporate Auto","Corporate L1","Offer3","Web",498.452698,"Four-Door Car","Medsize",10972.8705577411,56.0538607155845
"TM23788","California",6039.020697,"No","Extended","High School or Below","02-09-11","Unemployed","M",0,"Suburban","Divorced",89,6,49,1,3,"Personal Auto","Personal L3","Offer2","Agent",640.8,"Four-Door Car","Medsize",4446.51287848383,26.3702990669875
"NP60037","Oregon",14318.44839,"No","Basic","Bachelor","2/23/11","Employed","M",22697,"Suburban","Divorced",186,35,39,1,8,"Corporate Auto","Corporate L3","Offer1","Web",892.8,"Luxury SUV","Medsize",22032.3810759543,53.8740824134389
"NQ71171","California",5107.071054,"No","Basic","Bachelor","02-02-11","Employed","M",70174,"Rural","Married",64,18,80,0,7,"Personal Auto","Personal L2","Offer1","Agent",128.90032,"Four-Door Car","Medsize",6353.74601499551,24.4107620163044
"JL41129","California",7986.191274,"No","Basic","Bachelor","1/19/11","Employed","M",74217,"Urban","Married",100,35,3,0,6,"Personal Auto","Personal L1","Offer2","Branch",418.005524,"SUV","Large",8116.1914926333,1.62781248498927
"DK49336","Arizona",4809.21696,"No","Basic","College","2/18/11","Employed","M",48029,"Suburban","Married",61,7,52,0,9,"Corporate Auto","Corporate L3","Offer3","Agent",292.8,"Four-Door Car","Medsize",7113.98971427811,47.9240752381883
"GB43363","Oregon",6870.607058,"No","Premium","College","1/24/11","Unemployed","M",0,"Suburban","Single",105,5,87,0,3,"Personal Auto","Personal L3","Offer1","Branch",756,"Four-Door Car","Small",5644.18686676962,17.8502449765682
"WC21901","Arizona",2345.262087,"No","Basic","College","02-03-11","Employed","M",51397,"Suburban","Single",61,20,61,0,1,"Personal Auto","Personal L3","Offer1","Branch",292.8,"Four-Door Car","Medsize",3780.0973922169,61.1801688677065
"SI31035","Arizona",5368.887709,"No","Basic","Doctor","01-03-11","Employed","M",59601,"Suburban","Married",67,28,2,0,6,"Personal Auto","Personal L3","Offer4","Branch",321.6,"Four-Door Car","Medsize",5219.65753394673,2.77953615612251
"QE79527","California",8427.172486,"Yes","Extended","Bachelor","02-10-11","Employed","F",46503,"Suburban","Divorced",215,4,21,1,1,"Personal Auto","Personal L1","Offer1","Agent",1032,"Luxury SUV","Medsize",11186.0237372149,32.7375671472036
"UP36767","California",4553.809528,"No","Basic","College","2/13/11","Employed","M",61064,"Urban","Married",113,32,77,0,1,"Personal Auto","Personal L3","Offer3","Branch",539.774172,"SUV","Medsize",5786.03196720335,27.0591563311285
"HG64216","California",2832.513487,"No","Basic","College","1/29/11","Employed","M",37124,"Suburban","Married",72,4,17,0,1,"Personal Auto","Personal L3","Offer2","Branch",430.518791,"Two-Door Car","Medsize",3712.79622665778,31.0777951701871
"XM91056","California",4876.315707,"No","Basic","High School or Below","1/19/11","Employed","F",22236,"Suburban","Single",62,3,45,0,4,"Personal Auto","Personal L2","Offer1","Agent",409.425049,"Two-Door Car","Medsize",4674.08824434317,4.14713637934737
"KN13494","Washington",5181.620895,"Yes","Basic","Master","02-03-11","Employed","F",97131,"Suburban","Married",64,5,80,0,6,"Personal Auto","Personal L1","Offer2","Agent",307.2,"Four-Door Car","Small",5337.39559764409,3.0062929303532
"QF66741","Nevada",15144.40954,"No","Basic","College","2/25/11","Unemployed","M",0,"Suburban","Married",62,6,44,1,2,"Personal Auto","Personal L2","Offer3","Branch",307.649586,"Two-Door Car","Medsize",3691.88028654918,75.62215762326
"HU82227","Arizona",15638.57599,"No","Premium","College","2/23/11","Employed","M",49214,"Urban","Married",102,0,82,3,2,"Corporate Auto","Corporate L2","Offer1","Agent",371.322406,"Four-Door Car","Medsize",5459.74641158836,65.0879567610276
"OQ82364","Nevada",6846.150323,"Yes","Extended","Bachelor","1/27/11","Unemployed","F",0,"Suburban","Divorced",95,13,20,0,5,"Corporate Auto","Corporate L3","Offer1","Call Center",456,"Two-Door Car","Large",6585.22422460978,3.81128205020018
"JN51592","Arizona",16985.49688,"No","Extended","Bachelor","2/19/11","Employed","F",22497,"Suburban","Married",212,15,71,0,7,"Special Auto","Special L1","Offer1","Branch",1017.6,"Luxury Car","Medsize",-89389.279114547,626.268261364792
"PN47493","Oregon",2680.900678,"No","Basic","College","02-11-11","Employed","F",41968,"Urban","Married",67,11,96,0,1,"Corporate Auto","Corporate L3","Offer1","Agent",183.207703,"Four-Door Car","Medsize",4039.94005629976,50.6933878398518
"CX18273","Arizona",15797.98978,"No","Basic","Master","2/25/11","Employed","M",35754,"Urban","Married",199,21,54,0,3,"Personal Auto","Personal L3","Offer3","Agent",612.973779,"Luxury Car","Medsize",9912.27883412562,37.2560751579014
"IG80173","California",2863.312165,"No","Basic","Master","2/20/11","Employed","F",36706,"Suburban","Married",71,4,45,0,1,"Personal Auto","Personal L2","Offer4","Agent",435.606086,"Four-Door Car","Small",3787.57660721929,32.2795555970858
